satisfaction,Gender,CustomerType,Age,TypeofTravel,Class,FlightDistance,DepartureDelayinMinutes,ArrivalDelayinMinutes
dissatisfied,Female,LoyalCustomer,60,Businesstravel,Eco,2190,296,286
dissatisfied,Male,LoyalCustomer,50,Businesstravel,Eco,2880,284,286
satisfied,Female,LoyalCustomer,40,Businesstravel,Business,2388,247,286
dissatisfied,Male,disloyalCustomer,26,Businesstravel,Business,2892,285,285
dissatisfied,Female,disloyalCustomer,23,Businesstravel,Eco,2196,290,285
dissatisfied,Female,LoyalCustomer,41,Businesstravel,Business,5591,289,285
satisfied,Female,LoyalCustomer,26,Businesstravel,Business,5004,299,285
satisfied,Male,LoyalCustomer,42,Businesstravel,Eco,2646,244,285
dissatisfied,Male,disloyalCustomer,49,Businesstravel,Business,4191,294,284
dissatisfied,Male,LoyalCustomer,55,Businesstravel,Eco,3173,281,284
dissatisfied,Male,LoyalCustomer,30,Businesstravel,Business,2435,267,284
dissatisfied,Female,LoyalCustomer,33,Businesstravel,Eco,2098,299,284
satisfied,Female,LoyalCustomer,54,Businesstravel,Business,4407,290,284
satisfied,Male,LoyalCustomer,52,Businesstravel,Eco,2894,293,284
satisfied,Female,LoyalCustomer,50,Businesstravel,Business,2585,199,284
dissatisfied,Male,LoyalCustomer,20,PersonalTravel,Eco,2277,164,283
dissatisfied,Female,disloyalCustomer,23,Businesstravel,Eco,2178,301,283
dissatisfied,Male,LoyalCustomer,36,Businesstravel,Business,4113,294,283
dissatisfied,Female,LoyalCustomer,48,Businesstravel,Eco,1940,276,283
dissatisfied,Male,LoyalCustomer,43,Businesstravel,Eco,2108,263,283
dissatisfied,Female,LoyalCustomer,46,Businesstravel,EcoPlus,2302,293,282
dissatisfied,Female,LoyalCustomer,28,PersonalTravel,Eco,2489,266,281
dissatisfied,Female,LoyalCustomer,37,Businesstravel,Eco,1901,298,281
dissatisfied,Female,LoyalCustomer,34,Businesstravel,Business,4057,286,281
satisfied,Male,LoyalCustomer,31,Businesstravel,Business,4584,250,281
satisfied,Male,LoyalCustomer,49,Businesstravel,Business,3097,266,281
dissatisfied,Male,disloyalCustomer,26,Businesstravel,Business,4333,282,280
dissatisfied,Female,LoyalCustomer,52,Businesstravel,Eco,2917,294,280
satisfied,Female,LoyalCustomer,48,Businesstravel,Business,3868,291,280
satisfied,Male,LoyalCustomer,25,Businesstravel,Business,3506,240,280
dissatisfied,Male,LoyalCustomer,59,PersonalTravel,Eco,2630,288,279
dissatisfied,Female,LoyalCustomer,15,PersonalTravel,Eco,2469,218,279
dissatisfied,Male,LoyalCustomer,37,PersonalTravel,Eco,2420,289,279
satisfied,Female,disloyalCustomer,23,Businesstravel,Business,3432,290,279
satisfied,Female,LoyalCustomer,62,Businesstravel,Business,5552,260,279
satisfied,Female,LoyalCustomer,43,Businesstravel,Business,2434,262,279
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Eco,4737,306,278
satisfied,Male,LoyalCustomer,34,Businesstravel,EcoPlus,4099,278,278
satisfied,Female,LoyalCustomer,55,Businesstravel,Business,4457,277,278
dissatisfied,Male,LoyalCustomer,29,Businesstravel,Business,4953,294,278
dissatisfied,Male,LoyalCustomer,43,Businesstravel,Business,3431,242,278
satisfied,Male,LoyalCustomer,49,Businesstravel,Business,5575,234,278
dissatisfied,Female,LoyalCustomer,21,PersonalTravel,Eco,2714,288,277
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,3347,288,277
dissatisfied,Female,disloyalCustomer,43,Businesstravel,Business,3261,291,277
dissatisfied,Female,LoyalCustomer,32,Businesstravel,Business,3516,275,277
dissatisfied,Female,LoyalCustomer,31,PersonalTravel,Eco,2378,290,276
dissatisfied,Female,LoyalCustomer,42,PersonalTravel,Eco,2242,283,276
dissatisfied,Female,LoyalCustomer,20,Businesstravel,EcoPlus,2209,275,276
satisfied,Female,LoyalCustomer,49,Businesstravel,EcoPlus,2588,279,276
satisfied,Female,LoyalCustomer,51,Businesstravel,EcoPlus,1990,296,276
dissatisfied,Female,LoyalCustomer,52,PersonalTravel,Eco,3220,271,275
satisfied,Female,LoyalCustomer,55,Businesstravel,Business,4122,277,275
satisfied,Male,LoyalCustomer,45,Businesstravel,Business,2106,252,275
dissatisfied,Female,disloyalCustomer,20,Businesstravel,Eco,2821,233,274
dissatisfied,Female,disloyalCustomer,23,Businesstravel,Eco,1979,287,274
dissatisfied,Female,LoyalCustomer,23,Businesstravel,Business,2330,295,274
satisfied,Male,LoyalCustomer,52,Businesstravel,Business,5352,256,274
dissatisfied,Female,LoyalCustomer,17,PersonalTravel,Eco,2683,245,273
dissatisfied,Female,LoyalCustomer,26,PersonalTravel,Eco,3424,298,273
dissatisfied,Female,disloyalCustomer,23,Businesstravel,Eco,2330,274,273
dissatisfied,Male,LoyalCustomer,23,Businesstravel,Eco,4401,283,273
satisfied,Male,disloyalCustomer,25,Businesstravel,Business,3781,286,272
dissatisfied,Male,LoyalCustomer,36,Businesstravel,Business,5078,221,272
satisfied,Male,LoyalCustomer,51,Businesstravel,Business,4434,287,272
satisfied,Male,LoyalCustomer,45,Businesstravel,Business,4863,264,272
satisfied,Female,LoyalCustomer,35,Businesstravel,Business,3802,271,272
dissatisfied,Female,LoyalCustomer,18,PersonalTravel,Eco,4319,248,271
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Eco,2701,198,271
dissatisfied,Female,LoyalCustomer,67,Businesstravel,Business,4009,290,271
dissatisfied,Male,LoyalCustomer,22,Businesstravel,Business,4492,250,271
dissatisfied,Female,LoyalCustomer,64,PersonalTravel,Eco,2245,248,270
dissatisfied,Female,disloyalCustomer,42,Businesstravel,Eco,3257,242,270
dissatisfied,Male,disloyalCustomer,34,Businesstravel,Business,4033,272,270
satisfied,Male,LoyalCustomer,49,Businesstravel,Business,3865,264,270
satisfied,Male,LoyalCustomer,40,Businesstravel,Business,3092,271,270
dissatisfied,Male,LoyalCustomer,32,Businesstravel,EcoPlus,2012,266,270
satisfied,Male,LoyalCustomer,46,Businesstravel,Business,3550,276,270
satisfied,Male,LoyalCustomer,25,Businesstravel,Business,5036,250,270
dissatisfied,Male,LoyalCustomer,35,Businesstravel,EcoPlus,2436,253,269
dissatisfied,Male,LoyalCustomer,18,Businesstravel,Business,3272,277,268
satisfied,Male,LoyalCustomer,51,Businesstravel,Business,2137,203,268
satisfied,Female,LoyalCustomer,30,Businesstravel,Business,2645,231,268
satisfied,Female,LoyalCustomer,41,Businesstravel,Eco,2294,248,268
dissatisfied,Male,LoyalCustomer,22,PersonalTravel,Eco,2802,243,267
satisfied,Female,LoyalCustomer,31,Businesstravel,Business,5200,272,267
satisfied,Male,LoyalCustomer,43,Businesstravel,Business,2096,272,267
satisfied,Male,LoyalCustomer,43,Businesstravel,Business,2181,160,266
dissatisfied,Female,LoyalCustomer,36,Businesstravel,Eco,2364,266,266
dissatisfied,Female,LoyalCustomer,10,PersonalTravel,Business,2631,265,265
dissatisfied,Female,LoyalCustomer,69,PersonalTravel,Eco,3093,259,265
dissatisfied,Female,LoyalCustomer,60,PersonalTravel,Eco,2246,254,265
dissatisfied,Male,disloyalCustomer,41,Businesstravel,Business,3002,276,265
satisfied,Male,disloyalCustomer,22,Businesstravel,Business,2709,293,265
satisfied,Male,LoyalCustomer,27,Businesstravel,Business,4400,312,265
dissatisfied,Male,LoyalCustomer,17,PersonalTravel,Business,2504,269,264
dissatisfied,Male,disloyalCustomer,41,Businesstravel,Eco,2607,293,264
satisfied,Female,LoyalCustomer,27,Businesstravel,EcoPlus,2483,226,264
dissatisfied,Female,LoyalCustomer,51,Businesstravel,Business,4655,274,264
satisfied,Female,LoyalCustomer,60,Businesstravel,Business,3296,166,264
dissatisfied,Female,disloyalCustomer,38,Businesstravel,Eco,1962,276,263
dissatisfied,Male,LoyalCustomer,46,Businesstravel,Eco,2812,260,263
satisfied,Female,LoyalCustomer,52,Businesstravel,Business,2631,242,263
satisfied,Female,LoyalCustomer,39,Businesstravel,Business,2620,282,263
dissatisfied,Male,LoyalCustomer,60,PersonalTravel,Eco,2864,274,262
dissatisfied,Female,LoyalCustomer,50,PersonalTravel,Eco,2232,243,262
satisfied,Male,disloyalCustomer,27,Businesstravel,Business,2924,272,262
dissatisfied,Male,LoyalCustomer,59,Businesstravel,Business,2380,258,262
satisfied,Female,LoyalCustomer,41,Businesstravel,Business,3110,286,262
satisfied,Male,LoyalCustomer,46,Businesstravel,Eco,2067,266,262
satisfied,Female,LoyalCustomer,56,Businesstravel,Business,3233,248,262
satisfied,Male,LoyalCustomer,54,Businesstravel,Business,3274,275,262
satisfied,Female,LoyalCustomer,39,Businesstravel,Eco,2194,276,262
dissatisfied,Female,LoyalCustomer,24,PersonalTravel,Eco,2276,264,261
dissatisfied,Male,LoyalCustomer,16,PersonalTravel,Eco,2653,259,261
dissatisfied,Female,LoyalCustomer,7,PersonalTravel,Eco,3413,279,261
dissatisfied,Female,LoyalCustomer,31,PersonalTravel,Eco,2118,241,261
dissatisfied,Male,disloyalCustomer,18,Businesstravel,Eco,2159,244,261
satisfied,Female,LoyalCustomer,32,Businesstravel,Business,2907,248,261
satisfied,Female,LoyalCustomer,58,Businesstravel,Eco,2779,244,261
dissatisfied,Male,LoyalCustomer,9,PersonalTravel,Eco,3008,270,260
dissatisfied,Male,LoyalCustomer,16,Businesstravel,Business,1797,265,260
satisfied,Male,LoyalCustomer,38,Businesstravel,Business,3045,269,260
dissatisfied,Male,LoyalCustomer,58,PersonalTravel,Eco,1799,273,259
dissatisfied,Male,LoyalCustomer,67,PersonalTravel,Eco,2665,265,259
dissatisfied,Female,LoyalCustomer,8,Businesstravel,EcoPlus,2656,244,259
satisfied,Female,LoyalCustomer,42,Businesstravel,Business,2564,274,259
satisfied,Female,LoyalCustomer,64,Businesstravel,Business,1830,147,259
dissatisfied,Female,LoyalCustomer,21,PersonalTravel,Eco,2943,255,258
dissatisfied,Female,LoyalCustomer,55,PersonalTravel,Eco,1722,191,258
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Eco,3041,214,258
dissatisfied,Male,LoyalCustomer,40,Businesstravel,Eco,2322,250,258
dissatisfied,Female,LoyalCustomer,32,Businesstravel,Business,5008,266,258
dissatisfied,Female,LoyalCustomer,39,Businesstravel,Business,3753,264,258
satisfied,Male,LoyalCustomer,34,Businesstravel,Business,3071,191,258
dissatisfied,Male,disloyalCustomer,23,Businesstravel,Eco,1816,210,257
dissatisfied,Female,disloyalCustomer,10,Businesstravel,Eco,2587,263,257
dissatisfied,Male,LoyalCustomer,44,Businesstravel,Eco,2574,256,257
dissatisfied,Male,LoyalCustomer,47,Businesstravel,Business,2138,253,257
dissatisfied,Female,LoyalCustomer,51,Businesstravel,Eco,2332,249,257
satisfied,Female,LoyalCustomer,46,Businesstravel,Business,4523,229,257
satisfied,Female,LoyalCustomer,33,Businesstravel,Eco,1695,259,257
dissatisfied,Female,LoyalCustomer,16,PersonalTravel,Eco,2696,243,256
dissatisfied,Male,LoyalCustomer,60,PersonalTravel,Eco,2313,209,256
satisfied,Female,disloyalCustomer,41,Businesstravel,Business,2112,262,256
dissatisfied,Male,LoyalCustomer,65,Businesstravel,Business,4351,259,256
satisfied,Female,LoyalCustomer,39,Businesstravel,Business,2593,233,256
dissatisfied,Male,LoyalCustomer,16,Businesstravel,EcoPlus,3806,264,256
dissatisfied,Male,LoyalCustomer,26,PersonalTravel,Eco,3153,238,255
dissatisfied,Female,LoyalCustomer,10,PersonalTravel,Eco,2045,252,255
dissatisfied,Female,LoyalCustomer,56,PersonalTravel,Eco,2214,236,255
dissatisfied,Male,LoyalCustomer,17,PersonalTravel,Eco,2108,234,255
dissatisfied,Male,LoyalCustomer,58,PersonalTravel,Eco,3387,277,255
dissatisfied,Male,LoyalCustomer,49,PersonalTravel,Eco,2959,266,255
dissatisfied,Male,disloyalCustomer,22,Businesstravel,Eco,2833,269,255
dissatisfied,Male,disloyalCustomer,48,Businesstravel,Business,1941,255,255
dissatisfied,Male,LoyalCustomer,66,Businesstravel,EcoPlus,2386,248,255
dissatisfied,Male,LoyalCustomer,43,Businesstravel,Business,4637,268,255
dissatisfied,Male,LoyalCustomer,44,Businesstravel,Business,3331,267,255
dissatisfied,Male,LoyalCustomer,40,Businesstravel,Business,3137,276,255
dissatisfied,Female,LoyalCustomer,51,Businesstravel,Business,3911,282,255
satisfied,Male,LoyalCustomer,43,Businesstravel,Business,3721,226,255
dissatisfied,Male,LoyalCustomer,58,PersonalTravel,Eco,1802,254,254
dissatisfied,Female,LoyalCustomer,15,Businesstravel,Eco,2154,245,254
satisfied,Male,LoyalCustomer,52,Businesstravel,Business,5306,199,254
satisfied,Female,LoyalCustomer,46,Businesstravel,Business,5492,247,254
satisfied,Male,LoyalCustomer,27,Businesstravel,Business,2877,215,254
dissatisfied,Female,LoyalCustomer,21,PersonalTravel,Eco,2855,156,253
dissatisfied,Female,LoyalCustomer,55,PersonalTravel,Eco,3454,265,253
dissatisfied,Female,LoyalCustomer,65,PersonalTravel,Eco,2069,234,253
dissatisfied,Male,LoyalCustomer,64,PersonalTravel,Eco,2798,250,253
dissatisfied,Female,disloyalCustomer,29,Businesstravel,Business,2699,243,253
dissatisfied,Female,disloyalCustomer,19,Businesstravel,Eco,2278,264,253
dissatisfied,Female,disloyalCustomer,21,Businesstravel,Eco,2019,251,253
satisfied,Male,LoyalCustomer,22,Businesstravel,Business,2854,279,253
satisfied,Male,LoyalCustomer,38,Businesstravel,Business,5487,253,253
dissatisfied,Male,LoyalCustomer,56,PersonalTravel,Eco,2757,279,252
dissatisfied,Female,LoyalCustomer,11,PersonalTravel,Eco,2278,280,252
dissatisfied,Male,LoyalCustomer,13,PersonalTravel,Eco,2521,255,252
dissatisfied,Male,LoyalCustomer,45,PersonalTravel,Eco,1944,221,252
satisfied,Male,LoyalCustomer,17,Businesstravel,Business,3401,258,252
satisfied,Male,LoyalCustomer,53,Businesstravel,Business,2330,248,252
satisfied,Male,LoyalCustomer,44,Businesstravel,Business,3057,257,252
dissatisfied,Female,LoyalCustomer,14,PersonalTravel,Eco,2520,243,251
dissatisfied,Female,disloyalCustomer,18,Businesstravel,Eco,1950,241,251
dissatisfied,Female,LoyalCustomer,62,Businesstravel,Business,2013,285,251
satisfied,Male,LoyalCustomer,48,Businesstravel,Business,3337,258,251
dissatisfied,Female,LoyalCustomer,37,PersonalTravel,Eco,3317,231,250
dissatisfied,Female,disloyalCustomer,24,Businesstravel,Business,1916,248,250
dissatisfied,Male,LoyalCustomer,52,Businesstravel,EcoPlus,2097,265,250
satisfied,Male,LoyalCustomer,50,Businesstravel,Business,4442,233,250
satisfied,Male,LoyalCustomer,51,Businesstravel,Business,3057,258,250
satisfied,Female,LoyalCustomer,55,Businesstravel,Business,3202,271,250
satisfied,Female,LoyalCustomer,39,Businesstravel,Business,5621,244,250
dissatisfied,Male,LoyalCustomer,35,Businesstravel,Eco,2158,251,249
satisfied,Male,LoyalCustomer,28,Businesstravel,Business,2310,219,249
dissatisfied,Male,LoyalCustomer,37,PersonalTravel,Eco,2651,208,248
dissatisfied,Female,disloyalCustomer,80,Businesstravel,Business,1998,249,248
dissatisfied,Male,LoyalCustomer,55,Businesstravel,EcoPlus,2330,259,248
dissatisfied,Male,LoyalCustomer,41,Businesstravel,Business,2059,275,248
satisfied,Female,LoyalCustomer,42,Businesstravel,Business,2897,266,248
satisfied,Female,LoyalCustomer,58,Businesstravel,Business,2589,259,248
dissatisfied,Female,LoyalCustomer,70,PersonalTravel,Eco,2328,243,247
dissatisfied,Female,LoyalCustomer,17,PersonalTravel,Eco,2474,263,247
dissatisfied,Female,LoyalCustomer,37,PersonalTravel,Eco,1742,258,247
dissatisfied,Male,disloyalCustomer,26,Businesstravel,Eco,2769,258,247
satisfied,Female,LoyalCustomer,56,Businesstravel,Business,3229,258,247
dissatisfied,Male,LoyalCustomer,44,Businesstravel,Eco,2723,246,247
dissatisfied,Male,LoyalCustomer,36,Businesstravel,Eco,2693,264,247
dissatisfied,Male,LoyalCustomer,49,PersonalTravel,Eco,2299,181,246
dissatisfied,Male,LoyalCustomer,66,PersonalTravel,Eco,2007,241,246
dissatisfied,Female,disloyalCustomer,36,Businesstravel,Eco,1943,227,246
dissatisfied,Male,disloyalCustomer,23,Businesstravel,Eco,2656,257,246
dissatisfied,Female,LoyalCustomer,75,Businesstravel,Business,3493,255,246
satisfied,Male,LoyalCustomer,24,Businesstravel,Eco,2604,254,246
dissatisfied,Male,LoyalCustomer,37,Businesstravel,Business,1791,242,246
dissatisfied,Male,LoyalCustomer,23,PersonalTravel,Eco,2135,265,245
dissatisfied,Female,LoyalCustomer,43,PersonalTravel,Eco,1859,253,245
dissatisfied,Male,LoyalCustomer,36,Businesstravel,Business,4872,252,245
dissatisfied,Male,LoyalCustomer,28,Businesstravel,EcoPlus,4140,227,245
satisfied,Female,LoyalCustomer,41,Businesstravel,Business,5323,245,245
satisfied,Male,LoyalCustomer,41,Businesstravel,Eco,2024,239,245
dissatisfied,Male,LoyalCustomer,12,PersonalTravel,Eco,2804,243,244
dissatisfied,Male,LoyalCustomer,23,PersonalTravel,Eco,2113,226,244
dissatisfied,Female,LoyalCustomer,54,PersonalTravel,Eco,2645,259,244
dissatisfied,Male,disloyalCustomer,7,Businesstravel,Eco,2118,188,244
dissatisfied,Female,LoyalCustomer,42,Businesstravel,Business,5208,255,244
dissatisfied,Female,LoyalCustomer,37,Businesstravel,Eco,2997,237,244
dissatisfied,Male,LoyalCustomer,52,Businesstravel,Business,4839,255,244
satisfied,Male,LoyalCustomer,46,Businesstravel,Business,4630,243,244
dissatisfied,Male,LoyalCustomer,57,PersonalTravel,Eco,1933,253,243
dissatisfied,Male,disloyalCustomer,33,Businesstravel,Eco,2283,206,243
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Eco,2334,245,243
satisfied,Male,disloyalCustomer,12,Businesstravel,Business,2296,223,243
dissatisfied,Female,LoyalCustomer,78,Businesstravel,Eco,1801,259,243
satisfied,Female,LoyalCustomer,39,Businesstravel,Business,4015,281,243
satisfied,Female,LoyalCustomer,53,Businesstravel,Business,2425,235,243
satisfied,Female,LoyalCustomer,51,Businesstravel,Business,3417,158,243
satisfied,Female,LoyalCustomer,34,Businesstravel,Business,4363,271,243
satisfied,Female,LoyalCustomer,41,Businesstravel,Business,5842,222,243
dissatisfied,Male,LoyalCustomer,14,PersonalTravel,Eco,2506,232,242
dissatisfied,Male,LoyalCustomer,36,PersonalTravel,Eco,2850,240,242
dissatisfied,Male,LoyalCustomer,59,PersonalTravel,Eco,2370,256,242
dissatisfied,Female,disloyalCustomer,19,Businesstravel,Eco,2023,103,242
satisfied,Female,disloyalCustomer,27,Businesstravel,EcoPlus,2115,202,242
satisfied,Male,LoyalCustomer,53,Businesstravel,Eco,2180,242,242
satisfied,Female,LoyalCustomer,58,Businesstravel,Business,4127,241,242
satisfied,Male,LoyalCustomer,46,Businesstravel,Business,4800,246,242
satisfied,Female,LoyalCustomer,49,Businesstravel,Business,5128,188,242
dissatisfied,Female,LoyalCustomer,21,PersonalTravel,Eco,2957,238,241
dissatisfied,Male,disloyalCustomer,37,Businesstravel,Eco,1793,232,241
satisfied,Male,disloyalCustomer,25,Businesstravel,Business,3116,241,241
dissatisfied,Male,LoyalCustomer,42,Businesstravel,Business,4181,257,241
dissatisfied,Male,LoyalCustomer,66,PersonalTravel,EcoPlus,2132,205,240
dissatisfied,Female,LoyalCustomer,27,PersonalTravel,Eco,2635,247,240
dissatisfied,Female,LoyalCustomer,57,PersonalTravel,Eco,1982,207,240
satisfied,Male,disloyalCustomer,49,Businesstravel,Eco,2962,229,240
dissatisfied,Male,disloyalCustomer,40,Businesstravel,Business,2312,244,240
dissatisfied,Male,LoyalCustomer,17,Businesstravel,Eco,2844,239,240
satisfied,Male,LoyalCustomer,30,Businesstravel,Business,3469,231,240
dissatisfied,Female,LoyalCustomer,23,PersonalTravel,Eco,1820,236,239
dissatisfied,Female,LoyalCustomer,15,PersonalTravel,Eco,2115,254,239
dissatisfied,Female,LoyalCustomer,23,PersonalTravel,Eco,2451,254,239
dissatisfied,Female,LoyalCustomer,39,PersonalTravel,Eco,2679,267,239
dissatisfied,Male,LoyalCustomer,45,PersonalTravel,Eco,2233,246,239
dissatisfied,Female,LoyalCustomer,27,Businesstravel,Eco,2398,244,239
dissatisfied,Female,LoyalCustomer,43,Businesstravel,EcoPlus,2484,191,239
dissatisfied,Male,LoyalCustomer,38,Businesstravel,EcoPlus,2061,189,239
dissatisfied,Male,LoyalCustomer,36,PersonalTravel,Eco,4125,211,238
dissatisfied,Female,LoyalCustomer,46,PersonalTravel,Eco,2706,247,238
